Year;Ticker;ID_ISIN;Name;ESG;ENVIRONMENTAL;SOCIAL;GOVERNANCE;AIR_QUALITY;CLIMATE_EXPOS;ECOLOGICAL_IMPACT;ENERGY_MANAGEMENT;ENV_SPPLY_CHAIN_MGMT;GHG_EMISSIONS_MNGT;SUSTAINABLE_FINANCE;SUSTAINABLE_PRODUCT;WASTE_MANAGEMENT;WATER_MANAGEMENT;ACCESS_AFFORDABILITY;COMM_RIGHTS_RELATION;CUSTOMER_WELFARE;DATA_SEC_CSTMR_PRIVCY;ETHICS_COMPLIANCE;LABOR_EMPLYMNT_PRACT;MARKETING_LABELING;OHS_MGMT;OPERATION_RISK_MGMT;PRODUCT_QUALITY_MNGT;SOCIAL_SPPL_CHN_MGMT;BOD_DIRECTOR_ROLES;BOD_DIVERSITY;BOD_INDEPENDENCE;BOD_REFRESHMENT;INCENTIVE_STRUCTURE;PAY_PERFORMANCE;PAY_GOVERNANCE;DIRECTOR_VOTING;SHAREHOLDER_POLICIES;AUDIT_CMTE;AUDIT_OUTCOME;EXTERNAL_AUDITOR;SALES_REV_TURN;EBITDA;EBIT;PRETAX_INC;NET_INCOME;BS_TOT_ASSET;EARN_FOR_COMMON;TOT_COMMON_EQY;TOTAL_EQUITY;BS_LT_BORROW;IS_RD_EXPEND;BS_CUR_ASSET_REPORT;BS_CUR_LIAB;BS_SH_OUT;PX_LAST;BS_TOT_LIAB2;PFD_EQTY_HYBRID_CAPITAL;MINORITY_NONCONTROLLING_INTEREST;CURRENT_FULL_FISCAL_YEAR_END;EBIT_ON_ASSET;RETURN_ON_ASSET;RETURN_COM_EQY;TOBIN_Q_RATIO;SALES_GROWTH;LT_DEBT_TO_TOT_ASSET;RD_EXPEND_TO_NET_SALES;CUR_RATIO;BETA_RAW_OVERRIDABLE;GICS_SECTOR_NAME
2020;PLD UN Equity;US74340W1036;Prologis Inc;5,29;4,13;6,74;6,52;#N/A N/A;2,00;#N/A N/A;2,99;#N/A N/A;8,71;#N/A N/A;4,84;#N/A N/A;5,29;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;6,74;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;8,66;5,16;8,17;2,51;7,50;3,29;7,27;6,84;6,52;9,49;10,00;8,26; $4.438.735.000,00 ; $2.963.776.000,00 ; $1.401.807.000,00 ; $1.747.088.000,00 ; $1.481.814.000,00 ; $56.065.005.000,00 ; $1.473.122.000,00 ; $31.907.599.000,00 ; $36.324.580.000,00 ; $1.124.073.000,00 ; #N/A ; #N/A ; #N/A ; 739.381.000,00 ; $99,66 ; $19.740.425.000,00 ; $63.948.000,00 ; $4.353.033.000,00 ;31.12.2023;2,50%;3,08%;5,41%;2,65;33,27%;2,00%;#WERT!;#N/A;1,18;Real Estate
2021;PLD UN Equity;US74340W1036;Prologis Inc;5,37;4,20;7,17;6,51;#N/A N/A;2,00;#N/A N/A;3,22;#N/A N/A;8,66;#N/A N/A;5,12;#N/A N/A;5,07;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;7,17;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;8,66;5,06;8,17;1,19;7,65;4,23;8,35;7,42;6,52;9,49;10,00;6,84; $4.759.440.000,00 ; $3.195.351.000,00 ; $1.617.409.000,00 ; $3.322.848.000,00 ; $2.939.723.000,00 ; $58.486.220.000,00 ; $2.933.571.000,00 ; $33.362.925.000,00 ; $37.742.210.000,00 ; $865.221.000,00 ; #N/A ; #N/A ; #N/A ; 739.827.000,00 ; $168,36 ; $20.744.010.000,00 ; $63.948.000,00 ; $4.315.337.000,00 ;31.12.2023;2,77%;5,13%;8,99%;2,56;7,23%;1,48%;#WERT!;#N/A;1,23;Real Estate
2022;PLD UN Equity;US74340W1036;Prologis Inc;5,26;4,10;7,18;6,33;#N/A N/A;2,00;#N/A N/A;4,34;#N/A N/A;8,83;#N/A N/A;5,09;#N/A N/A;3,00;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;7,18;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;8,70;4,66;8,17;1,30;8,86;5,12;4,23;7,37;6,52;9,49;10,00;7,27; $5.973.692.000,00 ; $4.093.179.000,00 ; $2.280.402.000,00 ; $3.690.810.000,00 ; $3.364.856.000,00 ; $87.897.448.000,00 ; $3.358.796.000,00 ; $53.173.334.000,00 ; $57.863.093.000,00 ; $1.083.466.000,00 ; #N/A ; #N/A ; #N/A ; 923.142.000,00 ; $112,73 ; $30.034.355.000,00 ; $63.948.000,00 ; $4.625.811.000,00 ;31.12.2023;2,59%;4,60%;7,76%;1,58;25,51%;1,23%;#WERT!;#N/A;1,27;Real Estate
2023;PLD UN Equity;US74340W1036;Prologis Inc;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A; $8.023.469.000,00 ; $5.569.374.000,00 ; $3.084.483.000,00 ; $3.464.183.000,00 ; $3.059.214.000,00 ; $93.020.840.000,00 ; $3.053.373.000,00 ; $53.117.776.000,00 ; $57.823.720.000,00 ; $976.584.000,00 ; #N/A ; #N/A ; #N/A ; 924.391.000,00 ; $133,30 ; $35.197.120.000,00 ; $63.948.000,00 ; $4.641.996.000,00 ;31.12.2023;3,32%;3,38%;5,75%;2,10;34,31%;1,05%;#WERT!;#N/A;1,23;Real Estate
2015;PM UN Equity;US7181721090;Philip Morris International Inc;2,85;1,62;1,31;6,91;#N/A N/A;#N/A N/A;#N/A N/A;4,01;#N/A N/A;#N/A N/A;#N/A N/A;0,00;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;0,00;#N/A N/A;#N/A N/A;#N/A N/A;1,10;#N/A N/A;#N/A N/A;#N/A N/A;5,86;5,54;3,59;7,90;7,97;10,00;8,01;9,27;7,05;4,63;9,49;10,00;6,58; $26.794.000.000,00 ; $11.377.000.000,00 ; $10.623.000.000,00 ; $9.615.000.000,00 ; $6.873.000.000,00 ; $33.956.000.000,00 ; $6.849.000.000,00 ; $-13.244.000.000,00 ; $-11.476.000.000,00 ; $25.250.000.000,00 ; $423.000.000,00 ; $15.804.000.000,00 ; $15.386.000.000,00 ; 1.549.344.069,00 ; $87,91 ; $45.432.000.000,00 ; $-   ; $1.768.000.000,00 ;31.12.2023;31,28%;19,88%;#WERT!;6,01;-9,99%;74,36%;1,58%;1,03;0,78;Consumer Staples
2016;PM UN Equity;US7181721090;Philip Morris International Inc;2,82;1,59;1,31;6,79;#N/A N/A;#N/A N/A;#N/A N/A;3,92;#N/A N/A;#N/A N/A;#N/A N/A;0,00;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;0,00;#N/A N/A;#N/A N/A;#N/A N/A;1,10;#N/A N/A;#N/A N/A;#N/A N/A;5,86;5,52;3,37;8,07;5,88;9,86;7,67;9,45;6,91;4,63;9,49;10,00;6,40; $26.685.000.000,00 ; $11.646.000.000,00 ; $10.903.000.000,00 ; $9.924.000.000,00 ; $6.967.000.000,00 ; $36.851.000.000,00 ; $6.948.000.000,00 ; $-12.688.000.000,00 ; $-10.900.000.000,00 ; $25.851.000.000,00 ; $429.000.000,00 ; $17.608.000.000,00 ; $16.467.000.000,00 ; 1.551.385.547,00 ; $91,49 ; $47.751.000.000,00 ; $-   ; $1.788.000.000,00 ;31.12.2023;29,59%;19,68%;#WERT!;5,61;-0,41%;70,15%;1,61%;1,07;0,59;Consumer Staples
2017;PM UN Equity;US7181721090;Philip Morris International Inc;3,53;2,60;2,12;6,90;#N/A N/A;#N/A N/A;#N/A N/A;6,80;#N/A N/A;#N/A N/A;#N/A N/A;0,00;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;0,00;#N/A N/A;#N/A N/A;#N/A N/A;3,31;#N/A N/A;#N/A N/A;#N/A N/A;5,86;5,52;3,27;9,79;4,47;9,75;8,62;9,55;6,71;4,63;9,49;10,00;6,32; $28.748.000.000,00 ; $12.456.000.000,00 ; $11.581.000.000,00 ; $10.589.000.000,00 ; $6.035.000.000,00 ; $42.968.000.000,00 ; $6.021.000.000,00 ; $-12.086.000.000,00 ; $-10.230.000.000,00 ; $31.334.000.000,00 ; $453.000.000,00 ; $21.594.000.000,00 ; $15.962.000.000,00 ; 1.553.217.762,00 ; $105,65 ; $53.198.000.000,00 ; $-   ; $1.856.000.000,00 ;31.12.2023;26,95%;15,12%;#WERT!;4,94;7,73%;72,92%;1,58%;1,35;0,62;Consumer Staples
2018;PM UN Equity;US7181721090;Philip Morris International Inc;3,65;2,71;2,12;7,32;#N/A N/A;#N/A N/A;#N/A N/A;7,15;#N/A N/A;#N/A N/A;#N/A N/A;0,00;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;0,00;#N/A N/A;#N/A N/A;#N/A N/A;3,31;#N/A N/A;#N/A N/A;#N/A N/A;5,86;6,54;4,61;8,63;4,47;9,50;8,87;9,38;8,87;4,63;9,49;10,00;6,46; $29.625.000.000,00 ; $12.366.000.000,00 ; $11.377.000.000,00 ; $10.671.000.000,00 ; $7.911.000.000,00 ; $39.801.000.000,00 ; $7.895.000.000,00 ; $-12.459.000.000,00 ; $-10.739.000.000,00 ; $26.975.000.000,00 ; $383.000.000,00 ; $19.442.000.000,00 ; $17.191.000.000,00 ; 1.554.579.721,00 ; $66,76 ; $50.540.000.000,00 ; $-   ; $1.720.000.000,00 ;31.12.2023;28,58%;19,12%;#WERT!;5,27;3,05%;67,77%;1,29%;1,13;0,78;Consumer Staples
2019;PM UN Equity;US7181721090;Philip Morris International Inc;3,73;2,70;2,25;7,31;#N/A N/A;#N/A N/A;#N/A N/A;7,10;#N/A N/A;#N/A N/A;#N/A N/A;0,00;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;0,00;#N/A N/A;#N/A N/A;#N/A N/A;3,68;#N/A N/A;#N/A N/A;#N/A N/A;5,86;8,37;4,48;8,63;3,83;9,47;8,44;9,20;8,91;4,63;9,49;10,00;5,78; $29.805.000.000,00 ; $11.737.000.000,00 ; $10.531.000.000,00 ; $9.872.000.000,00 ; $7.185.000.000,00 ; $42.875.000.000,00 ; $7.168.000.000,00 ; $-11.577.000.000,00 ; $-9.599.000.000,00 ; $27.225.000.000,00 ; $465.000.000,00 ; $20.514.000.000,00 ; $18.833.000.000,00 ; 1.555.894.663,00 ; $85,09 ; $52.474.000.000,00 ; $-   ; $1.978.000.000,00 ;31.12.2023;24,56%;17,38%;#WERT!;4,94;0,61%;63,50%;1,56%;1,09;0,83;Consumer Staples
2020;PM UN Equity;US7181721090;Philip Morris International Inc;5,11;2,74;4,48;7,24;#N/A N/A;#N/A N/A;#N/A N/A;7,21;#N/A N/A;#N/A N/A;#N/A N/A;0,00;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;4,62;#N/A N/A;#N/A N/A;#N/A N/A;3,68;#N/A N/A;#N/A N/A;#N/A N/A;5,86;8,57;5,20;7,28;6,69;9,43;9,00;8,89;6,79;4,63;8,25;10,00;6,47; $28.694.000.000,00 ; $12.886.000.000,00 ; $11.668.000.000,00 ; $10.953.000.000,00 ; $8.056.000.000,00 ; $44.815.000.000,00 ; $8.036.000.000,00 ; $-12.567.000.000,00 ; $-10.631.000.000,00 ; $28.685.000.000,00 ; $495.000.000,00 ; $21.492.000.000,00 ; $19.615.000.000,00 ; 1.557.373.731,00 ; $82,79 ; $55.446.000.000,00 ; $-   ; $1.936.000.000,00 ;31.12.2023;26,04%;18,37%;#WERT!;4,58;-3,73%;64,01%;1,73%;1,10;0,92;Consumer Staples
2021;PM UN Equity;US7181721090;Philip Morris International Inc;6,53;2,77;6,90;7,41;#N/A N/A;#N/A N/A;#N/A N/A;7,33;#N/A N/A;#N/A N/A;#N/A N/A;0,00;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;9,48;#N/A N/A;#N/A N/A;#N/A N/A;3,68;#N/A N/A;#N/A N/A;#N/A N/A;9,39;8,29;4,40;7,79;7,94;9,86;8,05;7,70;7,91;4,63;9,49;10,00;7,54; $31.405.000.000,00 ; $14.232.000.000,00 ; $12.975.000.000,00 ; $12.232.000.000,00 ; $9.109.000.000,00 ; $41.290.000.000,00 ; $9.083.000.000,00 ; $-10.106.000.000,00 ; $-8.208.000.000,00 ; $25.127.000.000,00 ; $617.000.000,00 ; $17.717.000.000,00 ; $19.255.000.000,00 ; 1.550.169.993,00 ; $95,00 ; $49.498.000.000,00 ; $-   ; $1.898.000.000,00 ;31.12.2023;31,42%;21,16%;#WERT!;4,81;9,45%;60,85%;1,96%;0,92;0,85;Consumer Staples
2022;PM UN Equity;US7181721090;Philip Morris International Inc;6,53;2,78;6,77;7,61;#N/A N/A;#N/A N/A;#N/A N/A;7,34;#N/A N/A;#N/A N/A;#N/A N/A;0,00;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;9,11;#N/A N/A;#N/A N/A;#N/A N/A;3,68;#N/A N/A;#N/A N/A;#N/A N/A;9,39;8,44;4,31;8,35;8,92;9,87;8,27;7,86;7,89;4,63;9,98;10,00;7,70; $31.762.000.000,00 ; $13.683.000.000,00 ; $12.246.000.000,00 ; $11.634.000.000,00 ; $9.048.000.000,00 ; $61.681.000.000,00 ; $9.024.000.000,00 ; $-8.957.000.000,00 ; $-6.311.000.000,00 ; $35.311.000.000,00 ; $642.000.000,00 ; $19.619.000.000,00 ; $27.336.000.000,00 ; 1.550.217.711,00 ; $101,21 ; $67.992.000.000,00 ; $-   ; $2.646.000.000,00 ;31.12.2023;19,85%;17,57%;#WERT!;3,69;1,14%;57,25%;2,02%;0,72;0,82;Consumer Staples
2023;PM UN Equity;US7181721090;Philip Morris International Inc;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A; $35.174.000.000,00 ; $13.900.000.000,00 ; $11.556.000.000,00 ; $10.450.000.000,00 ; $7.813.000.000,00 ; $65.304.000.000,00 ; $7.791.000.000,00 ; $-11.225.000.000,00 ; $-9.446.000.000,00 ; $41.699.000.000,00 ; $709.000.000,00 ; $19.755.000.000,00 ; $26.383.000.000,00 ; 1.552.424.531,00 ; $94,08 ; $74.750.000.000,00 ; $-   ; $1.779.000.000,00 ;31.12.2023;17,70%;12,31%;#WERT!;3,43;10,74%;63,85%;2,02%;0,75;0,65;Consumer Staples
2015;PNC UN Equity;US6934751057;PNC Financial Services Group Inc/The;4,33;1,07;5,25;7,19;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;1,07;#N/A N/A;#N/A N/A;#N/A N/A;2,66;#N/A N/A;#N/A N/A;9,81;7,38;4,40;0,00;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;6,92;5,23;8,17;5,42;8,51;5,46;9,58;8,76;4,23;10,00;10,00;9,61; $16.270.000.000,00 ; #N/A ; #N/A ; $5.507.000.000,00 ; $4.106.000.000,00 ; $358.493.000.000,00 ; $3.864.000.000,00 ; $41.170.000.000,00 ; $45.980.000.000,00 ; $49.962.000.000,00 ; #N/A ; #N/A ; #N/A ; 504.000.000,00 ; $95,31 ; $312.513.000.000,00 ; $3.540.000.000,00 ; $1.270.000.000,00 ;31.12.2023;#WERT!;1,17%;9,45%;1,11;-0,07%;13,94%;#WERT!;#N/A;0,98;Financials
2016;PNC UN Equity;US6934751057;PNC Financial Services Group Inc/The;4,93;1,51;6,19;7,26;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;1,51;#N/A N/A;#N/A N/A;#N/A N/A;5,53;#N/A N/A;#N/A N/A;9,81;7,95;6,51;0,00;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;6,88;5,56;8,17;5,82;8,52;4,83;9,66;8,81;4,63;10,00;10,00;9,41; $16.423.000.000,00 ; #N/A ; #N/A ; $5.253.000.000,00 ; $3.903.000.000,00 ; $366.380.000.000,00 ; $3.662.000.000,00 ; $41.698.960.000,00 ; $46.854.000.000,00 ; $48.530.000.000,00 ; #N/A ; #N/A ; #N/A ; 485.000.000,00 ; $116,96 ; $319.526.000.000,00 ; $4.000.040.000,00 ; $1.155.000.000,00 ;31.12.2023;#WERT!;1,08%;8,84%;1,10;0,94%;13,25%;#WERT!;#N/A;1,09;Financials
2017;PNC UN Equity;US6934751057;PNC Financial Services Group Inc/The;4,53;0,53;6,25;7,40;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;0,53;#N/A N/A;#N/A N/A;#N/A N/A;5,76;#N/A N/A;#N/A N/A;9,81;7,95;6,69;0,00;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;6,92;6,52;8,17;6,12;8,52;5,11;9,58;8,79;4,63;10,00;10,00;9,36; $18.035.000.000,00 ; #N/A ; #N/A ; $5.490.000.000,00 ; $5.338.000.000,00 ; $380.768.000.000,00 ; $5.076.000.000,00 ; $43.512.960.000,00 ; $47.585.000.000,00 ; $54.299.000.000,00 ; #N/A ; #N/A ; #N/A ; 473.000.000,00 ; $144,29 ; $333.183.000.000,00 ; $4.000.040.000,00 ; $72.000.000,00 ;31.12.2023;#WERT!;1,43%;11,91%;1,08;9,82%;14,26%;#WERT!;#N/A;1,11;Financials
2018;PNC UN Equity;US6934751057;PNC Financial Services Group Inc/The;4,56;0,51;6,34;7,43;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;0,51;#N/A N/A;#N/A N/A;#N/A N/A;6,24;#N/A N/A;#N/A N/A;9,81;7,95;6,84;0,00;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;6,79;4,99;8,17;8,97;8,52;5,56;9,31;8,73;4,23;10,00;10,00;9,05; $19.051.000.000,00 ; #N/A ; #N/A ; $5.486.000.000,00 ; $5.301.000.000,00 ; $382.315.000.000,00 ; $5.061.000.000,00 ; $47.227.960.000,00 ; $47.770.000.000,00 ; $52.414.000.000,00 ; #N/A ; #N/A ; #N/A ; 457.000.000,00 ; $116,91 ; $334.545.000.000,00 ; $500.040.000,00 ; $42.000.000,00 ;31.12.2023;#WERT!;1,39%;11,15%;1,07;5,63%;13,71%;#WERT!;#N/A;1,16;Financials
2019;PNC UN Equity;US6934751057;PNC Financial Services Group Inc/The;3,18;0,49;3,09;7,44;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;0,49;#N/A N/A;#N/A N/A;#N/A N/A;6,29;#N/A N/A;#N/A N/A;2,00;3,00;6,85;0,00;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;6,59;5,57;7,47;9,23;8,52;5,38;9,30;8,92;4,23;10,00;10,00;9,29; $20.636.000.000,00 ; #N/A ; #N/A ; $5.492.000.000,00 ; $5.369.000.000,00 ; $410.295.000.000,00 ; $5.129.000.000,00 ; $48.813.960.000,00 ; $49.343.000.000,00 ; $53.300.000.000,00 ; #N/A ; #N/A ; #N/A ; 433.000.000,00 ; $159,63 ; $360.952.000.000,00 ; $500.040.000,00 ; $29.000.000,00 ;31.12.2023;#WERT!;1,35%;10,68%;1,05;8,32%;12,99%;#WERT!;#N/A;1,15;Financials
2020;PNC UN Equity;US6934751057;PNC Financial Services Group Inc/The;4,64;0,48;6,51;7,57;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;0,48;#N/A N/A;#N/A N/A;#N/A N/A;6,38;#N/A N/A;#N/A N/A;9,81;7,95;7,75;0,00;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;8,52;5,35;8,17;9,13;8,52;4,38;9,30;9,04;4,23;10,00;10,00;9,47; $18.262.000.000,00 ; #N/A ; #N/A ; $3.429.000.000,00 ; $7.517.000.000,00 ; $466.679.000.000,00 ; $7.284.000.000,00 ; $53.509.960.000,00 ; $54.041.000.000,00 ; $35.907.000.000,00 ; #N/A ; #N/A ; #N/A ; 424.000.000,00 ; $149,00 ; $412.638.000.000,00 ; $500.040.000,00 ; $31.000.000,00 ;31.12.2023;#WERT!;1,71%;14,24%;1,07;-11,50%;7,69%;#WERT!;#N/A;1,24;Financials
2021;PNC UN Equity;US6934751057;PNC Financial Services Group Inc/The;4,61;0,64;6,31;7,41;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;0,64;#N/A N/A;#N/A N/A;#N/A N/A;4,97;#N/A N/A;#N/A N/A;9,81;7,95;7,65;0,00;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;8,49;5,90;8,17;7,69;8,50;3,46;9,37;9,16;4,23;10,00;10,00;9,29; $19.698.000.000,00 ; #N/A ; #N/A ; $6.988.000.000,00 ; $5.674.000.000,00 ; $557.191.000.000,00 ; $5.436.000.000,00 ; $55.194.960.000,00 ; $55.726.000.000,00 ; $29.461.000.000,00 ; #N/A ; #N/A ; #N/A ; 420.000.000,00 ; $200,52 ; $501.465.000.000,00 ; $500.040.000,00 ; $31.000.000,00 ;31.12.2023;#WERT!;1,11%;10,00%;1,05;7,86%;5,29%;#WERT!;#N/A;1,26;Financials
2022;PNC UN Equity;US6934751057;PNC Financial Services Group Inc/The;4,74;0,71;6,68;7,18;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;0,71;#N/A N/A;#N/A N/A;#N/A N/A;4,17;#N/A N/A;#N/A N/A;9,81;10,00;7,03;0,00;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;8,81;6,92;8,17;5,54;8,35;3,13;8,10;9,26;4,23;10,00;10,00;9,05; $23.542.000.000,00 ; #N/A ; #N/A ; $7.473.000.000,00 ; $6.041.000.000,00 ; $557.263.000.000,00 ; $5.735.000.000,00 ; $45.073.960.000,00 ; $45.812.000.000,00 ; $56.771.000.000,00 ; #N/A ; #N/A ; #N/A ; 401.000.000,00 ; $157,94 ; $511.451.000.000,00 ; $700.040.000,00 ; $38.000.000,00 ;31.12.2023;#WERT!;1,08%;11,44%;1,03;19,51%;10,19%;#WERT!;#N/A;1,21;Financials
2023;PNC UN Equity;US6934751057;PNC Financial Services Group Inc/The;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A; $31.882.000.000,00 ; #N/A ; #N/A ; $6.736.000.000,00 ; $5.578.000.000,00 ; $561.580.000.000,00 ; $5.153.000.000,00 ; $44.864.000.000,00 ; $51.141.000.000,00 ; $71.304.000.000,00 ; #N/A ; #N/A ; #N/A ; 398.029.217,00 ; $154,85 ; $510.439.000.000,00 ; $6.241.000.000,00 ; $36.000.000,00 ;31.12.2023;#WERT!;1,00%;11,46%;1,06;35,43%;12,70%;#WERT!;#N/A;1,17;Financials
2015;PNR UN Equity;IE00BLS09M33;Pentair PLC;3,32;1,06;3,92;6,82;#N/A N/A;#N/A N/A;#N/A N/A;4,32;#N/A N/A;0,37;#N/A N/A;0,00;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;3,00;3,00;7,79;#N/A N/A;3,00;#N/A N/A;1,00;#N/A N/A;7,49;3,78;8,17;2,02;6,02;4,77;7,77;9,37;8,80;9,49;10,00;7,77; $4.616.400.000,00 ; $765.400.000,00 ; $616.100.000,00 ; $512.500.000,00 ; $-76.400.000,00 ; $11.833.500.000,00 ; $-76.400.000,00 ; $4.008.800.000,00 ; $4.008.800.000,00 ; $4.685.800.000,00 ; $98.700.000,00 ; $2.777.600.000,00 ; $1.486.500.000,00 ; 180.500.000,00 ; $33,26 ; $7.824.700.000,00 ; $-   ; $-   ;31.12.2023;5,21%;-0,68%;-1,76%;1,35;-1,08%;39,60%;2,14%;1,87;1,37;Industrials
2016;PNR UN Equity;IE00BLS09M33;Pentair PLC;3,33;1,20;4,08;6,32;#N/A N/A;#N/A N/A;#N/A N/A;4,33;#N/A N/A;0,79;#N/A N/A;0,00;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;10,00;3,00;7,79;#N/A N/A;3,43;#N/A N/A;1,00;#N/A N/A;7,43;3,55;8,17;1,75;5,63;2,39;7,95;9,14;8,80;9,49;10,00;5,53; $4.890.000.000,00 ; $881.700.000,00 ; $700.700.000,00 ; $561.000.000,00 ; $522.200.000,00 ; $11.534.800.000,00 ; $522.200.000,00 ; $4.254.400.000,00 ; $4.254.400.000,00 ; $4.278.400.000,00 ; $114.100.000,00 ; $2.672.000.000,00 ; $1.471.200.000,00 ; 181.800.000,00 ; $37,65 ; $7.280.400.000,00 ; $-   ; $-   ;31.12.2023;6,07%;4,47%;12,64%;1,34;5,93%;37,09%;2,33%;1,82;1,43;Industrials
2017;PNR UN Equity;IE00BLS09M33;Pentair PLC;2,68;1,42;1,65;6,25;#N/A N/A;#N/A N/A;#N/A N/A;3,96;#N/A N/A;0,17;#N/A N/A;1,00;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;10,00;3,00;0,00;#N/A N/A;3,17;#N/A N/A;2,00;#N/A N/A;7,40;3,47;8,17;1,25;4,82;2,35;9,12;9,35;8,80;10,00;10,00;5,09; $4.936.500.000,00 ; $863.700.000,00 ; $680.800.000,00 ; $489.200.000,00 ; $666.500.000,00 ; $8.633.700.000,00 ; $666.500.000,00 ; $5.037.800.000,00 ; $5.037.800.000,00 ; $1.440.700.000,00 ; $115.800.000,00 ; $1.748.800.000,00 ; $1.199.400.000,00 ; 180.300.000,00 ; $47,42 ; $3.595.900.000,00 ; $-   ; $-   ;31.12.2023;7,89%;6,61%;14,35%;1,36;0,95%;16,69%;2,35%;1,46;1,34;Industrials
